,CustomerID,Gender,Location,Tenure_Months,Transaction_ID,Transaction_Date,Product_SKU,Product_Description,Product_Category,Quantity,Avg_Price,Delivery_Charges,Coupon_Status,GST,Date,Offline_Spend,Online_Spend,Month,Coupon_Code,Discount_pct
17,17850.0,M,Chicago,12.0,16723.0,2019-01-01,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1.0,122.77,6.5,Used,0.1,1/1/2019,4500.0,2424.5,1,ELEC10,10.0
18,17850.0,M,Chicago,12.0,16723.0,2019-01-01,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1.0,122.77,6.5,Not Used,0.1,1/1/2019,4500.0,2424.5,1,ELEC10,10.0
19,17850.0,M,Chicago,12.0,16724.0,2019-01-01,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1.0,122.77,6.5,Clicked,0.1,1/1/2019,4500.0,2424.5,1,ELEC10,10.0
20,17850.0,M,Chicago,12.0,16725.0,2019-01-01,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1.0,122.77,6.5,Clicked,0.1,1/1/2019,4500.0,2424.5,1,ELEC10,10.0
21,17850.0,M,Chicago,12.0,16727.0,2019-01-01,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1.0,122.77,6.5,Clicked,0.1,1/1/2019,4500.0,2424.5,1,ELEC10,10.0
22,17850.0,M,Chicago,12.0,16731.0,2019-01-01,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,2.0,122.77,6.5,Clicked,0.1,1/1/2019,4500.0,2424.5,1,ELEC10,10.0
23,13047.0,M,California,43.0,16684.0,2019-01-01,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,2.0,122.77,6.5,Clicked,0.1,1/1/2019,4500.0,2424.5,1,ELEC10,10.0
24,13047.0,M,California,43.0,16684.0,2019-01-01,GGOENEBQ079199,Nest Protect Smoke + CO White Wired Alarm-USA,Nest-USA,1.0,81.5,6.5,Used,0.1,1/1/2019,4500.0,2424.5,1,ELEC10,10.0
25,13047.0,M,California,43.0,16688.0,2019-01-01,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1.0,122.77,6.5,Used,0.1,1/1/2019,4500.0,2424.5,1,ELEC10,10.0
26,13047.0,M,California,43.0,16689.0,2019-01-01,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,153.71,6.5,Used,0.1,1/1/2019,4500.0,2424.5,1,ELEC10,10.0
27,12583.0,M,Chicago,33.0,16694.0,2019-01-01,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1.0,122.77,6.5,Not Used,0.1,1/1/2019,4500.0,2424.5,1,ELEC10,10.0
28,15100.0,M,California,49.0,16712.0,2019-01-01,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,153.71,6.5,Clicked,0.1,1/1/2019,4500.0,2424.5,1,ELEC10,10.0
29,14688.0,F,New York,46.0,16732.0,2019-01-01,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,153.71,6.5,Clicked,0.1,1/1/2019,4500.0,2424.5,1,ELEC10,10.0
30,14688.0,F,New York,46.0,16733.0,2019-01-01,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1.0,122.77,6.5,Clicked,0.1,1/1/2019,4500.0,2424.5,1,ELEC10,10.0
31,14688.0,F,New York,46.0,16736.0,2019-01-01,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,153.71,6.5,Used,0.1,1/1/2019,4500.0,2424.5,1,ELEC10,10.0
32,17850.0,M,Chicago,12.0,16879.0,2019-01-03,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,153.71,6.5,Used,0.1,1/3/2019,4500.0,1576.38,1,ELEC10,10.0
33,17850.0,M,Chicago,12.0,16880.0,2019-01-03,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,2.0,122.77,6.5,Not Used,0.1,1/3/2019,4500.0,1576.38,1,ELEC10,10.0
34,17850.0,M,Chicago,12.0,16881.0,2019-01-03,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,153.71,6.5,Clicked,0.1,1/3/2019,4500.0,1576.38,1,ELEC10,10.0
35,17850.0,M,Chicago,12.0,16882.0,2019-01-03,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,153.71,6.5,Used,0.1,1/3/2019,4500.0,1576.38,1,ELEC10,10.0
36,17850.0,M,Chicago,12.0,16883.0,2019-01-03,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,153.71,6.5,Clicked,0.1,1/3/2019,4500.0,1576.38,1,ELEC10,10.0
37,17850.0,M,Chicago,12.0,16886.0,2019-01-03,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1.0,122.77,6.5,Clicked,0.1,1/3/2019,4500.0,1576.38,1,ELEC10,10.0
38,12431.0,F,New Jersey,14.0,16819.0,2019-01-03,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,153.71,6.5,Clicked,0.1,1/3/2019,4500.0,1576.38,1,ELEC10,10.0
39,12431.0,F,New Jersey,14.0,16819.0,2019-01-03,GGOENEBQ079199,Nest Protect Smoke + CO White Wired Alarm-USA,Nest-USA,1.0,81.5,6.5,Clicked,0.1,1/3/2019,4500.0,1576.38,1,ELEC10,10.0
40,12431.0,F,New Jersey,14.0,16822.0,2019-01-03,GGOENEBQ079099,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,3.0,102.13,6.5,Clicked,0.1,1/3/2019,4500.0,1576.38,1,ELEC10,10.0
41,12431.0,F,New Jersey,14.0,16823.0,2019-01-03,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,4.0,153.71,6.5,Clicked,0.1,1/3/2019,4500.0,1576.38,1,ELEC10,10.0
42,12431.0,F,New Jersey,14.0,16825.0,2019-01-03,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1.0,122.77,6.5,Clicked,0.1,1/3/2019,4500.0,1576.38,1,ELEC10,10.0
43,17511.0,F,Chicago,25.0,16826.0,2019-01-03,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,153.71,6.5,Used,0.1,1/3/2019,4500.0,1576.38,1,ELEC10,10.0
44,17511.0,F,Chicago,25.0,16830.0,2019-01-03,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,153.71,6.5,Used,0.1,1/3/2019,4500.0,1576.38,1,ELEC10,10.0
45,17511.0,F,Chicago,25.0,16833.0,2019-01-03,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,153.71,6.5,Not Used,0.1,1/3/2019,4500.0,1576.38,1,ELEC10,10.0
46,17511.0,F,Chicago,25.0,16835.0,2019-01-03,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1.0,122.77,6.5,Clicked,0.1,1/3/2019,4500.0,1576.38,1,ELEC10,10.0
47,17511.0,F,Chicago,25.0,16836.0,2019-01-03,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,2.0,153.71,6.5,Used,0.1,1/3/2019,4500.0,1576.38,1,ELEC10,10.0
48,17511.0,F,Chicago,25.0,16836.0,2019-01-03,GGOENEBQ079199,Nest Protect Smoke + CO White Wired Alarm-USA,Nest-USA,2.0,81.5,6.5,Clicked,0.1,1/3/2019,4500.0,1576.38,1,ELEC10,10.0
49,17511.0,F,Chicago,25.0,16837.0,2019-01-03,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1.0,122.77,6.5,Used,0.1,1/3/2019,4500.0,1576.38,1,ELEC10,10.0
50,17511.0,F,Chicago,25.0,16842.0,2019-01-03,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,2.0,153.71,6.5,Clicked,0.1,1/3/2019,4500.0,1576.38,1,ELEC10,10.0
51,17548.0,M,Chicago,50.0,16844.0,2019-01-03,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1.0,122.77,6.5,Clicked,0.1,1/3/2019,4500.0,1576.38,1,ELEC10,10.0
52,17548.0,M,Chicago,50.0,16846.0,2019-01-03,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,2.0,153.71,6.5,Used,0.1,1/3/2019,4500.0,1576.38,1,ELEC10,10.0
53,17548.0,M,Chicago,50.0,16847.0,2019-01-03,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1.0,122.77,6.5,Not Used,0.1,1/3/2019,4500.0,1576.38,1,ELEC10,10.0
54,13705.0,F,Chicago,39.0,16849.0,2019-01-03,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1.0,122.77,6.5,Clicked,0.1,1/3/2019,4500.0,1576.38,1,ELEC10,10.0
55,13705.0,F,Chicago,39.0,16851.0,2019-01-03,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,2.0,153.71,6.5,Used,0.1,1/3/2019,4500.0,1576.38,1,ELEC10,10.0
56,13705.0,F,Chicago,39.0,16853.0,2019-01-03,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1.0,122.77,6.5,Used,0.1,1/3/2019,4500.0,1576.38,1,ELEC10,10.0
57,13705.0,F,Chicago,39.0,16854.0,2019-01-03,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,4.0,153.71,6.5,Clicked,0.1,1/3/2019,4500.0,1576.38,1,ELEC10,10.0
58,13705.0,F,Chicago,39.0,16856.0,2019-01-03,GGOENEBQ079099,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,1.0,81.5,6.5,Not Used,0.1,1/3/2019,4500.0,1576.38,1,ELEC10,10.0
59,13747.0,F,Chicago,21.0,16857.0,2019-01-03,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,153.71,6.5,Clicked,0.1,1/3/2019,4500.0,1576.38,1,ELEC10,10.0
60,13408.0,M,Chicago,30.0,16859.0,2019-01-03,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,153.71,6.5,Clicked,0.1,1/3/2019,4500.0,1576.38,1,ELEC10,10.0
61,13408.0,M,Chicago,30.0,16861.0,2019-01-03,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1.0,122.77,6.5,Used,0.1,1/3/2019,4500.0,1576.38,1,ELEC10,10.0
62,13408.0,M,Chicago,30.0,16863.0,2019-01-03,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,153.71,6.5,Used,0.1,1/3/2019,4500.0,1576.38,1,ELEC10,10.0
63,13408.0,M,Chicago,30.0,16865.0,2019-01-03,GGOENEBQ079199,Nest Protect Smoke + CO White Wired Alarm-USA,Nest-USA,1.0,81.5,35.96,Used,0.1,1/3/2019,4500.0,1576.38,1,ELEC10,10.0
64,13767.0,F,Chicago,29.0,16869.0,2019-01-03,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,153.71,6.5,Used,0.1,1/3/2019,4500.0,1576.38,1,ELEC10,10.0
65,13767.0,F,Chicago,29.0,16869.0,2019-01-03,GGOENEBQ079099,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,2.0,81.5,6.5,Used,0.1,1/3/2019,4500.0,1576.38,1,ELEC10,10.0
66,13767.0,F,Chicago,29.0,16870.0,2019-01-03,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,153.71,6.5,Used,0.1,1/3/2019,4500.0,1576.38,1,ELEC10,10.0
67,13767.0,F,Chicago,29.0,16871.0,2019-01-03,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,153.71,6.5,Clicked,0.1,1/3/2019,4500.0,1576.38,1,ELEC10,10.0
68,13767.0,F,Chicago,29.0,16872.0,2019-01-03,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,153.71,6.5,Not Used,0.1,1/3/2019,4500.0,1576.38,1,ELEC10,10.0
69,13767.0,F,Chicago,29.0,16874.0,2019-01-03,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,2.0,122.77,6.5,Clicked,0.1,1/3/2019,4500.0,1576.38,1,ELEC10,10.0
70,13767.0,F,Chicago,29.0,16875.0,2019-01-03,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,153.71,6.5,Clicked,0.1,1/3/2019,4500.0,1576.38,1,ELEC10,10.0
71,13767.0,F,Chicago,29.0,16876.0,2019-01-03,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,153.71,6.5,Used,0.1,1/3/2019,4500.0,1576.38,1,ELEC10,10.0
72,17924.0,M,New Jersey,26.0,16888.0,2019-01-03,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,153.71,28.78,Clicked,0.1,1/3/2019,4500.0,1576.38,1,ELEC10,10.0
73,13448.0,F,California,41.0,16890.0,2019-01-03,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1.0,122.77,6.5,Clicked,0.1,1/3/2019,4500.0,1576.38,1,ELEC10,10.0
74,13448.0,F,California,41.0,16896.0,2019-01-03,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,2.0,122.77,6.5,Clicked,0.1,1/3/2019,4500.0,1576.38,1,ELEC10,10.0
75,13448.0,F,California,41.0,16897.0,2019-01-03,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,153.71,6.5,Clicked,0.1,1/3/2019,4500.0,1576.38,1,ELEC10,10.0
76,15862.0,F,California,24.0,16907.0,2019-01-03,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,153.71,6.5,Used,0.1,1/3/2019,4500.0,1576.38,1,ELEC10,10.0
77,15862.0,F,California,24.0,16910.0,2019-01-03,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1.0,122.77,6.5,Not Used,0.1,1/3/2019,4500.0,1576.38,1,ELEC10,10.0
78,15862.0,F,California,24.0,16912.0,2019-01-03,GGOENEBQ079099,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,5.0,81.5,6.5,Used,0.1,1/3/2019,4500.0,1576.38,1,ELEC10,10.0
79,15862.0,F,California,24.0,16914.0,2019-01-03,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1.0,122.77,6.5,Used,0.1,1/3/2019,4500.0,1576.38,1,ELEC10,10.0
80,15862.0,F,California,24.0,16915.0,2019-01-03,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1.0,122.77,6.5,Not Used,0.1,1/3/2019,4500.0,1576.38,1,ELEC10,10.0
81,15862.0,F,California,24.0,16916.0,2019-01-03,GGOENEBQ079099,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,2.0,81.5,6.5,Clicked,0.1,1/3/2019,4500.0,1576.38,1,ELEC10,10.0
82,15862.0,F,California,24.0,16917.0,2019-01-03,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,153.71,6.5,Clicked,0.1,1/3/2019,4500.0,1576.38,1,ELEC10,10.0
83,15862.0,F,California,24.0,16918.0,2019-01-03,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1.0,122.77,6.5,Clicked,0.1,1/3/2019,4500.0,1576.38,1,ELEC10,10.0
84,15862.0,F,California,24.0,16918.0,2019-01-03,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,153.71,6.5,Clicked,0.1,1/3/2019,4500.0,1576.38,1,ELEC10,10.0
85,15862.0,F,California,24.0,16919.0,2019-01-03,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,153.71,6.5,Clicked,0.1,1/3/2019,4500.0,1576.38,1,ELEC10,10.0
86,15862.0,F,California,24.0,16920.0,2019-01-03,GGOENEBQ079099,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,2.0,81.5,6.5,Used,0.1,1/3/2019,4500.0,1576.38,1,ELEC10,10.0
87,15862.0,F,California,24.0,16920.0,2019-01-03,GGOENEBQ079199,Nest Protect Smoke + CO White Wired Alarm-USA,Nest-USA,1.0,81.5,6.5,Used,0.1,1/3/2019,4500.0,1576.38,1,ELEC10,10.0
88,15862.0,F,California,24.0,16923.0,2019-01-03,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,153.71,6.5,Used,0.1,1/3/2019,4500.0,1576.38,1,ELEC10,10.0
89,15862.0,F,California,24.0,16924.0,2019-01-03,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,153.71,6.5,Used,0.1,1/3/2019,4500.0,1576.38,1,ELEC10,10.0
90,15862.0,F,California,24.0,16925.0,2019-01-03,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,153.71,6.5,Clicked,0.1,1/3/2019,4500.0,1576.38,1,ELEC10,10.0
91,15862.0,F,California,24.0,16926.0,2019-01-03,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,2.0,122.77,6.5,Clicked,0.1,1/3/2019,4500.0,1576.38,1,ELEC10,10.0
92,15862.0,F,California,24.0,16926.0,2019-01-03,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,2.0,122.77,6.5,Clicked,0.1,1/3/2019,4500.0,1576.38,1,ELEC10,10.0
93,15862.0,F,California,24.0,16928.0,2019-01-03,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,2.0,153.71,6.5,Clicked,0.1,1/3/2019,4500.0,1576.38,1,ELEC10,10.0
94,15862.0,F,California,24.0,16929.0,2019-01-03,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,2.0,122.77,6.5,Clicked,0.1,1/3/2019,4500.0,1576.38,1,ELEC10,10.0
95,15862.0,F,California,24.0,16930.0,2019-01-03,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1.0,122.77,6.5,Clicked,0.1,1/3/2019,4500.0,1576.38,1,ELEC10,10.0
96,15862.0,F,California,24.0,16931.0,2019-01-03,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,153.71,6.5,Clicked,0.1,1/3/2019,4500.0,1576.38,1,ELEC10,10.0
97,15862.0,F,California,24.0,16932.0,2019-01-03,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1.0,122.77,6.5,Clicked,0.1,1/3/2019,4500.0,1576.38,1,ELEC10,10.0
98,15862.0,F,California,24.0,16934.0,2019-01-03,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1.0,122.77,6.5,Clicked,0.1,1/3/2019,4500.0,1576.38,1,ELEC10,10.0
99,15862.0,F,California,24.0,16935.0,2019-01-03,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1.0,122.77,6.5,Clicked,0.1,1/3/2019,4500.0,1576.38,1,ELEC10,10.0
100,15862.0,F,California,24.0,16938.0,2019-01-03,GGOENEBQ079199,Nest Protect Smoke + CO White Wired Alarm-USA,Nest-USA,1.0,81.5,6.5,Not Used,0.1,1/3/2019,4500.0,1576.38,1,ELEC10,10.0
101,15862.0,F,California,24.0,16939.0,2019-01-03,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,2.0,122.77,6.5,Clicked,0.1,1/3/2019,4500.0,1576.38,1,ELEC10,10.0
102,15862.0,F,California,24.0,16939.0,2019-01-03,GGOENEBQ079099,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,1.0,81.5,6.5,Used,0.1,1/3/2019,4500.0,1576.38,1,ELEC10,10.0
103,15862.0,F,California,24.0,16942.0,2019-01-03,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,153.71,6.5,Clicked,0.1,1/3/2019,4500.0,1576.38,1,ELEC10,10.0
104,15862.0,F,California,24.0,16943.0,2019-01-03,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,153.71,6.5,Clicked,0.1,1/3/2019,4500.0,1576.38,1,ELEC10,10.0
105,15862.0,F,California,24.0,16946.0,2019-01-03,GGOENEBB078899,Nest Cam Indoor Security Camera - USA,Nest-USA,1.0,122.77,6.5,Not Used,0.1,1/3/2019,4500.0,1576.38,1,ELEC10,10.0
106,15862.0,F,California,24.0,16947.0,2019-01-03,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,153.71,6.5,Clicked,0.1,1/3/2019,4500.0,1576.38,1,ELEC10,10.0
107,15862.0,F,California,24.0,16948.0,2019-01-03,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,153.71,6.5,Clicked,0.1,1/3/2019,4500.0,1576.38,1,ELEC10,10.0
108,15862.0,F,California,24.0,16949.0,2019-01-03,GGOENEBQ079099,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,2.0,81.5,6.5,Used,0.1,1/3/2019,4500.0,1576.38,1,ELEC10,10.0
109,15862.0,F,California,24.0,16949.0,2019-01-03,GGOENEBQ079199,Nest Protect Smoke + CO White Wired Alarm-USA,Nest-USA,1.0,81.5,6.5,Used,0.1,1/3/2019,4500.0,1576.38,1,ELEC10,10.0
110,15862.0,F,California,24.0,16950.0,2019-01-03,GGOENEBJ079499,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,153.71,6.5,Used,0.1,1/3/2019,4500.0,1576.38,1,ELEC10,10.0
111,15862.0,F,California,24.0,16951.0,2019-01-03,GGOENEBQ079199,Nest Protect Smoke + CO White Wired Alarm-USA,Nest-USA,1.0,81.5,6.5,Used,0.1,1/3/2019,4500.0,1576.38,1,ELEC10,10.0
112,15513.0,F,Chicago,21.0,16952.0,2019-01-03,GGOENEBQ078999,Nest Cam Outdoor Security Camera - USA,Nest-USA,1.0,122.77,6.5,Used,0.1,1/3/2019,4500.0,1576.38,1,ELEC10,10.0
